Student_ID,Gender,Institution,Level,Course,CGPA,WAEC_Grades,UTME_Score
S45253,Female,UniIlorin,300,Engineering,2.88,6 A's,236
S45254,Male,UniIbadan,100,Engineering,4.18,,386
S45255,Female,Uniport,300,Engineering,2.41,6 A's,384
S45256,Female,UniJos,100,Computer Science, ,8 B's,286
S45257,Female,Unilag,100,Engineering,2.88,5 B's,269
S45258,Male,Unilag,400,Economics,2.37,6 A's,205
S45259,Female,UniIlorin,200,Economics,,5 D's,261
S45260,Male,UniIbadan,300,Law,2.14,9 B's,399
S45261,Female,UniJos,200,Computer Science,not available,8 C's,322
S45262,Male,Uniben,300,Engineering,4.85,7 C's,242
S45263,Female,Uniport,300,Engineering,1.98,6 C's,not available
S45264,Female,UniIbadan,300,Economics,not available,5 C's,190
S45265,Male,Uniben,400,Economics,4.99,8 C's, 
S45266,Female,Uniben,400,Engineering,4.95,6 C's,214
S45267,Male,Unilag,100,Accounting,1.01,8 D's,361
S45268,Female,Unizik,200,Accounting,2.04,7 C's,304
S45269,Female,Uniben,100,Law,3.13,6 D's,209
S45270,Female,Unizik,300,Engineering,abc,6 C's,347
S45271,Female,UniIlorin,300,Computer Science,3.13,9 B's, 
S45272,Female,Uniport,400,Medicine,4.98,9 D's,224
S45273,Male,Uniport,300,Computer Science,not available,9 A's,243
S45274,Male,UniIbadan,400,Economics,not available,9 A's,174
S45275,Female,Uniport,200,Medicine,4.18,6 B's,370
S45276,Male,Unilag,300,Accounting,3.11,,
S45277,Female,UniIbadan,200,Engineering,4.5,8 A's,339
S45278,Male,Unizik,400,Accounting,4.43,5 B's,198
S45279,Male,Uniport,300,Computer Science,1.64,7 B's,393
S45280,Male,Unizik,300,Engineering,,6 B's,271
S45281,Male,UniIlorin,200,Engineering,2.36,7 C's,179
S45282,Female,UniJos,400,Accounting,4.97,6 D's,385
S45283,Male,Uniport,100,Engineering,NaN,9 A's,353
S45284,Female,Unilag,400,Computer Science,2.88,8 C's,202
S45285,Female,Unizik,300,Accounting,3.27,8 A's,339
S45286,Female,Unilag,400,Economics,2,5 C's,242
S45287,Other,Unizik,400,Medicine,3.4,9 D's,367
S45288,Male,UniIbadan,200,Engineering,4.13,8 C's,abc
S45289,Female,Uniben,200,Medicine,3.56,8 C's,160
S45290,Male,UniJos,200,Medicine,3.9,8 B's,230
S45291,Male,Uniben,200,Engineering,,5 C's,229
S45292,Male,Uniben,100,Engineering,4.89,,273
S45293,Male,Uniport,400,Computer Science,2.71,7 C's,NaN
S45294,Female,UniJos,400,Medicine,2.62,8 A's,181
S45295,Female,UniIbadan,200,Accounting,4.78,9 C's,172
S45296,Female,Uniben,300,Economics, ,7 B's,159
S45297,Female,Uniport,300,Computer Science, ,8 A's,355
S45298,Male,Uniport,100,Economics,3.37,6 B's,326
S45299,Male,Uniport,100,Accounting,,6 B's,298
S45300,Female,Unizik,200,Economics,4.82,7 C's,236
S45301,Female,UniJos,100,Economics,1.29,6 B's,263
S45302,Male,Unilag,100,Medicine,2.99,6 A's,224
S45303,Male,UniIlorin,200,Medicine,1.28,5 B's,abc
S45304,Female,Unilag,100,Law,1.82,5 D's,269
S45305,Female,Unizik,300,Engineering,1.37,5 D's,260
S45306,Male,UniIlorin,400,Computer Science,1.97,8 A's,372
S45307,Female,Uniport,100,Computer Science,1.48,7 B's,abc
S45308,Female,Uniben,200,Law,3.83,5 A's,324
S45309,Male,Unilag,400,Medicine,4.65,7 B's,171
S45310,Male,Unizik,400,Medicine,4.42,6 C's,304
S45311,Female,Unilag,400,Computer Science,4.69,8 D's,209
S45312,Male,Uniport,200,Law,2.38,,323
S45313,Male,UniIbadan,100,Medicine,,9 C's,381
S45314,Female,Unilag,100,Law,1.67,6 D's,265
S45315,Female,Uniport,100,Medicine,1.03,8 C's,336
S45316,Female,UniIlorin,100,Economics,1.12,7 C's,180
S45317,Female,Uniben,100,Accounting,3.45,6 C's,227
S45318,Male,Unilag,100,Computer Science,,6 A's,380
S45319,Male,UniIbadan,200,Economics,3.92,9 D's,328
S45320,Female,Uniben,400,Computer Science,abc,6 A's,abc
S45321,Male,UniJos,200,Law,3.71,6 D's,329
S45322,Male,UniIlorin,400,Accounting,,8 B's,184
S45323,Female,UniJos,400,Law,4.96,9 D's,173
S45324,Female,UniIlorin,300,Computer Science,4.24,9 D's,393
S45325,Female,Unizik,400,Medicine,2.65,9 B's,
S45326,Male,UniJos,200,Engineering,4.12,5 C's,204
S45327,Male,Unizik,100,Engineering,NaN,6 A's,342
S45328,Male,Uniport,100,Computer Science,4.44,8 D's,368
S45329,Female,Unilag,300,Accounting,4.2,9 D's,209
S45330,Male,Uniport,100,Medicine,4.46,6 A's,238
S45331,Female,Uniben,400,Law,3.23,5 D's,338
S45332,Male,Uniben,200,Accounting,4.22,9 A's,150
S45333,Female,Unizik,200,Accounting,4.67,8 B's,399
S45334,Male,Uniben,300,Medicine,3.53,,392
S45335,Female,Unizik,300,Computer Science,2.72,5 D's,297
S45336,Female,Uniben,200,Economics,3,8 A's,358
S45337,Male,UniIlorin,400,Economics,2.59,8 D's,345
S45338,Male,Uniben,400,Engineering,1.29,5 D's,290
S45339,Male,Unizik,100,Law,2.56,,170
S45340,Female,Unilag,100,Law,1.33,9 A's,268
S45341,Female,Uniben,400,Engineering,3.15,5 D's,not available
S45342,Male,Uniport,100,Computer Science,2.15,7 B's,350
S45343,Female,Unilag,100,Engineering,3.06,6 B's,214
S45344,Male,Uniport,200,Law,2.38,5 A's,235
S45345,Female,UniIlorin,300,Accounting,1.1,5 B's,186
S45346,Male,UniJos,400,Economics,2.15,8 B's,395
S45347,Female,UniIlorin,100,Economics,1.43,9 D's,276
S45348,Female,Uniben,400,Law,4.39,5 C's,377
S45349,Female,UniIlorin,400,Accounting,4.17,9 A's,273
S45350,Male,Uniben,300,Law,4.29,6 B's,179
S45351,,UniIbadan,300,Engineering,3.55,6 C's,390
S45352,Male,Unizik,200,Law,1.87,5 D's, 
S45353,Male,Uniport,100,Accounting,4.55,5 D's,214
S45354,Female,UniIlorin,200,Economics,2.94,8 C's,326
S45355,Female,UniIbadan,100,Engineering,,8 B's,281
S45356,Other,UniIlorin,300,Engineering, ,8 A's,abc
S45357,Male,Uniben,300,Accounting,1.24,6 B's,353
S45358,Male,UniIlorin,300,Accounting,1.69,,236
S45359,Female,Uniport,200,Accounting,1.66,6 D's,177
S45360,Other,Unilag,100,Engineering,1.32,5 C's,199
S45361,Female,Unilag,100,Economics,2.71,5 D's,150
S45362,Female,Unilag,100,Computer Science,2.36,5 D's,203
S45363,Male,Unilag,300,Economics,3.8,5 C's,162
S45364,Female,Uniben,400,Engineering,3.1,8 C's,257
S45365,Female,Unizik,400,Law,,5 D's,390
S45366,Female,Unilag,100,Medicine,2.66,7 B's,NaN
S45367,Male,Uniport,200,Engineering,3.78,9 B's,320
S45368,Male,UniIbadan,400,Computer Science,1.15,9 A's,375
S45369,Female,Unizik,200,Law,1.28,6 B's,328
S45370,Male,UniIbadan,100,Engineering,1.57,5 D's,391
S45371,Male,Uniben,200,Engineering,3.3,5 C's,320
S45372,Female,Uniben,200,Economics,3.8,5 C's,302
S45373,Female,Unizik,100,Computer Science,1.67,5 A's,244
S45374,Male,UniIlorin,200,Engineering,4.34,6 A's,251
S45375,Male,Unilag,100,Accounting,1.3,5 D's,385
S45376,Female,Uniport,300,Medicine,2.87,9 A's,171
S45377,Male,Unilag,400,Law,4.97,5 C's,NaN
S45378,Female,Uniport,300,Economics,2.47,9 B's,371
S45379,Female,Uniport,300,Accounting,4.95,9 D's,331
S45380,Female,Uniport,300,Computer Science, ,9 C's,228
S45381,Female,Uniport,200,Computer Science,4.59,7 B's,291
S45382,Female,UniJos,200,Medicine,4.61,9 B's,192
S45383,Male,UniJos,400,Economics,NaN,8 A's,263
S45384,Male,Unizik,100,Economics,4.88,6 C's,308
S45385,Male,Uniport,400,Medicine,1.52,5 D's,181
S45386,Male,UniIlorin,100,Medicine,,9 A's,325
S45387,Female,Uniport,200,Medicine,2.12,9 C's,376
S45388,Female,Uniport,100,Law,2.22,9 C's,356
S45389,Male,Unizik,300,Engineering,2.77,6 B's,247
S45390,Male,Uniben,300,Accounting,3.72,7 B's,325
S45391,Male,Unizik,200,Engineering,2.85,9 C's,347
S45392,Male,Uniben,400,Engineering,1.81,5 D's,NaN
S45393,Male,Unilag,200,Economics,1.28,9 B's,299
S45394,Male,Unizik,300,Computer Science,2.26,5 A's,209
S45395,Female,UniJos,100,Engineering,2.28,9 C's,165
S45396,Female,Uniport,400,Engineering,3.22,8 D's,224
S45397,Male,Uniben,100,Economics,1.17,8 D's,325
S45398,Male,Uniben,200,Accounting,3.22,9 D's,208
S45399,Female,Unilag,200,Engineering,2.44,7 B's, 
S45400,Female,UniJos,300,Economics,2.88,6 C's,196
S45401,Male,Unilag,300,Medicine,2.21,8 B's,346
S45402,Female,Uniport,300,Economics,2.79,6 A's,349
S45403,Male,UniIlorin,300,Computer Science,2.36,9 A's,248
S45404,Male,Unizik,300,Engineering,2.64,5 C's,176
S45405,Female,Uniben,300,Computer Science,3.85,6 C's,158
S45406,Male,UniJos,300,Engineering,4.4,6 C's,269
S45407,Female,Unizik,200,Accounting,3.96,,342
S45408,Female,Uniben,300,Accounting,2.69,5 B's,197
S45409,Male,UniIbadan,300,Medicine,4.32,7 B's,270
S45410,Female,Uniben,400,Computer Science,4.25,9 D's,231
S45411,Female,Unizik,200,Medicine,3.68,5 A's,188
S45412,Male,Uniben,200,Computer Science,4.42,6 A's,214
S45413,,Unilag,400,Computer Science,4.47,9 D's,151
S45414,Male,Unizik,200,Economics,3.06,6 C's,252
S45415,Female,Uniben,400,Medicine,NaN,7 C's,183
S45416,Male,Unizik,300,Economics,4.5,9 A's,159
S45417,Male,Uniport,100,Computer Science,4.84,5 D's,304
S45418,Male,Unilag,400,Accounting,4.24,6 C's,263
S45419,Male,UniIbadan,400,Accounting,2.88,9 D's,174
S45420,Female,UniIbadan,400,Engineering,3.99,9 A's,170
S45421,Male,UniIlorin,100,Computer Science,not available,6 D's,399
S45422,Female,Unilag,100,Medicine,2.11,7 C's,180
S45423,Female,Uniport,200,Engineering,1.37,8 D's,185
S45424,Male,UniIlorin,100,Engineering,1.01,9 B's,303
S45425,Female,UniJos,400,Computer Science,4.45,5 C's,315
S45426,Female,Uniport,300,Economics,4.78,8 D's,299
S45427,Male,Unizik,100,Computer Science,2.66,5 A's,
S45428,Female,UniIlorin,200,Computer Science,4.24,9 D's,233
S45429,Other,UniJos,300,Economics,1.82,9 A's,394
S45430,Male,Uniport,100,Law,1.34,,198
S45431,Male,UniIlorin,100,Engineering,3.22,8 C's,329
S45432,Female,UniIlorin,400,Law,3.88,8 B's,286
S45433,Female,UniIlorin,300,Engineering,4,6 C's,330
S45434,Male,UniIbadan,100,Accounting,3.28,9 D's,211
S45435,Female,Unizik,400,Engineering,1.52,6 A's,388
S45436,Female,Unizik,300,Economics,not available,7 B's,236
S45437,Female,UniJos,300,Engineering,not available,9 B's,346
S45438,Female,Uniport,100,Accounting,1.01,8 D's,331
S45439,Female,UniIbadan,400,Economics,1.33,9 D's,
S45440,Male,Uniport,400,Accounting,4.02,8 B's,
S45441,Female,Uniben,100,Medicine,1.29,7 C's,NaN
S45442,Male,UniIbadan,200,Engineering,,9 B's,238
S45443,Male,Unizik,300,Computer Science,1.69,6 A's,359
S45444,Female,UniJos,200,Law,4.35,6 D's,abc
S45445,Male,UniIlorin,300,Economics, ,8 C's,174
S45446,Male,Unilag,400,Engineering,4.38,5 B's,not available
S45447,Female,Uniport,100,Engineering, ,9 C's,233
S45448,Male,Uniport,200,Computer Science,2.47,,368
S45449,Male,Unilag,400,Law,4.65,8 C's,not available
S45450,Female,Unilag,400,Engineering,3.27,8 A's,225
S45451,Female,UniIlorin,400,Accounting,3.93,9 D's,355
S45452,Male,Uniport,100,Accounting,2.04,8 D's,156
S45453,Male,UniIlorin,400,Law,2.58,8 D's,227
S45454,Male,UniIbadan,200,Law,2.34,7 B's,187
S45455,Male,Unilag,300,Computer Science,4.24,8 D's,399
S45456,Female,Unilag,100,Medicine,2.61,5 B's,162
S45457,Female,UniIbadan,400,Law,1.28,5 C's,not available
S45458,Female,Unizik,200,Accounting,1.75,9 D's,293
S45459,Male,UniIlorin,100,Computer Science,2.41,8 A's,304
S45460,Male,Uniben,100,Medicine,3.88,8 A's,385
S45461,Female,UniJos,400,Law,,,279
S45462,Female,UniIlorin,400,Computer Science,4.89,9 D's,NaN
S45463,Female,UniIbadan,300,Computer Science,,5 A's,351
S45464,Female,Unilag,400,Accounting,NaN,6 D's,197
S45465,Male,UniIbadan,100,Medicine,2.25,5 A's,201
S45466,Female,Uniben,400,Medicine,4.95,9 D's,374
S45467,Male,Unilag,100,Computer Science,4.93,8 C's,335
S45468,Female,UniIbadan,100,Engineering,4.55,6 A's,175
S45469,Male,UniIbadan,200,Medicine,2.4,8 C's,240
S45470,Female,Uniport,100,Accounting,4.22,5 B's,237
S45471,Female,Unizik,300,Engineering,not available,5 C's,318
S45472,Male,Uniben,300,Computer Science,3.58,7 B's,174
S45473,Male,Uniben,200,Medicine,1.26,5 B's,359
S45474,Female,Uniport,400,Accounting,3.33,9 A's,abc
S45475,Male,Uniport,200,Accounting,3.13,9 D's,256
S45476,Female,Uniport,400,Accounting,2.44,6 D's,351
S45477,Female,UniIbadan,400,Engineering,abc,6 D's,379
S45478,Female,Unizik,400,Medicine,3.22,9 D's,199
S45479,Female,Uniport,400,Engineering,1.37,8 B's,176
S45480,Female,UniIbadan,400,Law,1.59,9 B's,221
S45481,Male,UniIbadan,100,Computer Science,1.66,8 D's,
S45482,Female,Unizik,100,Accounting,3.71,7 B's,348
S45483,Female,UniIbadan,400,Law,4.15,8 C's,not available
S45484,Male,Unilag,300,Computer Science,4.84,6 D's,
S45485,Male,UniIbadan,400,Economics,4.57,5 D's,183
S45486,Female,Uniben,200,Computer Science,NaN,,341
S45487,Male,UniIbadan,300,Engineering,1.36,5 A's,NaN
S45488,Male,Uniport,300,Computer Science,2.12,,171
S45489,Female,Uniport,200,Accounting,4.42,8 C's,232
S45490,Male,UniIbadan,400,Economics,2.54,6 A's,394
S45491,Female,UniIbadan,200,Accounting,2.06,9 C's,NaN
S45492,Male,Unilag,300,Medicine,4.39,6 B's,218
S45493,Female,Unizik,300,Accounting,1.53,7 C's,243
S45494,Male,Uniport,100,Accounting,3.23,8 D's,242
S45495,Female,Uniport,200,Law,4.41,6 D's,339
S45496,Male,Unizik,200,Engineering,1.92,6 B's,346
S45497,Male,Unilag,300,Engineering,4.04,8 B's, 
S45498,Male,Unizik,100,Medicine,4.13,8 C's,276
S45499,Male,UniIlorin,400,Computer Science,4.95,9 A's,363
S45500,Male,Unizik,300,Economics,4.47,7 C's,330
S45501,Female,UniIbadan,400,Engineering,2.77,9 C's,220
S45502,Male,Unizik,100,Accounting,1.28,9 D's,209
S45503,Female,Uniport,300,Economics,4.16,8 A's,172
S45504,Female,UniIbadan,400,Computer Science,1.58,8 B's,237
S45505,Female,UniIlorin,200,Engineering,4.18,,169
S45506,Male,Unilag,300,Computer Science,,8 B's,286
S45507,Female,UniJos,200,Law,3.49,7 C's,abc
S45508,Male,Unilag,100,Law,4.52,,354
S45509,Male,UniIlorin,400,Computer Science,2.37,8 A's,212
S45510,Male,Uniport,300,Medicine,1.65,9 C's,not available
S45511,Male,UniIbadan,200,Law,2.73,9 B's,301
S45512,Female,Uniport,100,Medicine,4.48,9 C's,277
S45513,Female,UniJos,400,Economics,4.99,8 A's,388
S45514,Male,UniJos,200,Engineering,3.87,7 B's,257
S45515,Male,Uniben,200,Engineering,3.83,9 B's,157
S45516,Female,UniIlorin,200,Law,2.58,7 C's,368
S45517,Female,Unizik,300,Computer Science,4.86,8 C's,310
S45518,Male,Uniben,100,Accounting,3.86,8 B's,343
S45519,Male,Unizik,100,Medicine,1.83,6 A's,232
S45520,Male,Unizik,100,Law,2.32,5 B's,276
S45521,Male,UniJos,100,Accounting,4.16,,366
S45522,Male,UniIbadan,300,Economics,4.24,8 B's,193
S45523,Male,UniIbadan,100,Medicine,1.12,5 B's,322
S45524,Male,UniJos,300,Economics,1.96,6 D's,202
S45525,Male,Uniport,300,Medicine,2.65,8 C's,190
S45526,Female,Unilag,400,Accounting,2.34,9 D's,246
S45527,Female,Unilag,300,Medicine,2.45,,380
S45528,Female,UniIlorin,100,Economics,3.93,6 D's,215
S45529,Male,Uniport,100,Engineering,1.52,7 C's,256
S45530,Female,Uniport,200,Engineering, ,5 B's,175
S45531,Male,Uniben,200,Engineering,1.43,9 A's,334
S45532,Male,Unizik,300,Accounting,4.66,9 C's,213
S45533,Other,UniIlorin,300,Law,2.29,6 C's,321
S45534,Male,Uniport,100,Law,2.06,8 A's,269
S45535,Female,Unizik,200,Law,1.12,9 D's,258
S45536,Female,Unilag,200,Computer Science,2.37,5 B's,327
S45537,Female,UniIlorin,300,Accounting,2.84,5 A's,238
S45538,Female,Unilag,200,Accounting,3.06,8 B's,246
S45539,Male,UniJos,300,Engineering,1.59,6 D's,374
S45540,Male,Unilag,100,Engineering,4.6,6 B's,282
S45541,Male,Unilag,300,Engineering,4.16,,259
S45542,Male,Unilag,400,Medicine,1.23,9 A's,abc
S45543,Male,UniIlorin,400,Economics,4.83,5 D's,371
S45544,Female,Uniben,200,Engineering,3.33,5 D's,NaN
S45545,Female,Uniport,200,Engineering,4.92,6 A's,214
S45546,Female,Unizik,100,Medicine,4.57,6 D's,256
S45547,Female,Unizik,100,Economics,3.93,5 C's,371
S45548,Female,UniIbadan,200,Accounting,NaN,9 A's,295
S45549,Male,Unilag,200,Economics,4.34,6 D's,170
S45550,,UniIbadan,100,Engineering,1.15,7 B's,not available
S45551,Male,Uniben,300,Economics,1.84,8 C's,226
S45552,Male,UniIlorin,200,Computer Science,4.59,9 B's,348
S45553,Female,Unizik,100,Law,4.29,5 D's,289
S45554,Female,Unilag,400,Medicine,3.45,9 B's,355
S45555,Male,UniIlorin,400,Medicine,3.21,8 D's,
S45556,Male,Uniport,100,Economics,1.15,5 D's,396
S45557,Male,UniIlorin,100,Law,2.38,9 D's,400
S45558,Female,Unilag,200,Law,4.21,,363
S45559,Male,Unilag,200,Economics,4.99,6 D's,400
S45560,Female,UniJos,200,Law,4.37,6 B's,304
S45561,Female,UniJos,400,Computer Science,3.41,5 B's,354
S45562,Female,Uniport,300,Economics,3.81,8 D's,232
S45563,Female,UniIbadan,400,Economics,3.62,7 B's,393
S45564,Male,Uniben,100,Accounting,2.63,6 C's,362
S45565,Male,Unizik,400,Law,1.82,8 D's,172
S45566,Female,Unizik,300,Computer Science,4.1,6 D's,253
S45567,Female,UniJos,100,Engineering,2.92,5 D's,222
S45568,Female,UniJos,400,Law,4.15,,388
S45569,Female,UniIlorin,400,Law,2.23,9 B's,356
S45570,Male,Unilag,300,Economics,4.46,8 C's,322
S45571,Male,UniIlorin,100,Medicine,3.36,8 B's,278
S45572,Male,UniJos,200,Economics,not available,5 D's,213
S45573,Female,Unilag,100,Medicine,1.32,5 B's,328
S45574,Female,Unilag,300,Medicine,4.74,6 C's,258
S45575,Female,Uniben,100,Medicine,3.95,6 D's,244
S45576,Male,Unilag,400,Computer Science,,6 A's,178
S45577,Male,UniIbadan,400,Medicine,1.53,9 D's,abc
S45578,Male,UniIlorin,400,Law,3.51,5 B's,246
S45579,Male,Uniben,400,Engineering,3.54,5 B's,376
S45580,Male,UniIlorin,300,Computer Science,1.63,5 B's,177
S45581,Male,UniIlorin,100,Computer Science,,9 A's,369
S45582,Female,UniJos,100,Computer Science,2.24,5 D's,266
S45583,Female,Uniben,400,Economics,2.31,7 C's,243
S45584,Female,Unizik,200,Computer Science,1.26,7 C's,277
S45585,Male,Unilag,200,Engineering,4.16,5 C's,314
S45586,Male,UniIbadan,200,Medicine,3.13,7 B's,331
S45587,Female,UniJos,400,Computer Science,3.46,6 D's,328
S45588,Male,UniJos,100,Economics,1.58,, 
S45589,Female,UniIbadan,400,Medicine,1.4,8 C's,264
S45590,Male,Uniben,300,Computer Science,4.35,6 D's,abc
S45591,Male,Unizik,100,Computer Science,4.5,6 B's,184
S45592,Male,Uniben,200,Medicine,3.6,9 A's,168
S45593,Male,UniJos,300,Medicine,NaN,6 D's,272
S45594,Female,Uniben,300,Medicine,4.09,,331
S45595,Female,Unizik,400,Accounting,4.85,6 C's,abc
S45596,Female,UniIbadan,200,Engineering,not available,, 
S45597,Female,UniJos,400,Engineering, ,9 A's,250
S45598,Female,UniIbadan,200,Medicine,4.2,7 C's,270
S45599,Male,UniIbadan,100,Engineering,3.31,9 B's,390
S45600,Female,UniIbadan,200,Law,3.09,9 D's,365
S45601,Male,Uniport,100,Medicine,3.67,6 B's,181
S45602,Female,UniJos,300,Medicine,2.16,9 C's,343
S45603,Male,Unizik,100,Economics,3.12,8 A's,210
S45604,Male,UniIlorin,200,Accounting,1.37,7 B's,280
S45605,Female,Uniben,400,Accounting,4.08,,223
S45606,Female,UniIlorin,100,Medicine,1.85,9 B's,221
S45607,Female,UniIlorin,300,Engineering,4.51,7 C's,262
S45608,Male,Uniben,300,Medicine,4.05,5 C's,334
S45609,Female,Uniben,200,Law,3.22,9 B's,abc
S45610,Male,Uniport,400,Computer Science,2.1,9 A's,382
S45611,Female,Unilag,100,Computer Science,2.02,9 A's,346
S45612,Male,Uniport,400,Engineering,1.37,6 A's,354
S45613,Male,Uniport,400,Accounting,2.84,5 A's,184
S45614,Male,Uniben,400,Computer Science,3.76,5 C's,316
S45615,Female,UniIbadan,300,Computer Science,2.92,7 C's,185
S45616,Male,UniIlorin,200,Law,4.79,6 D's,384
S45617,Male,Uniben,200,Accounting,1.98,5 C's,366
S45618,Female,UniJos,300,Computer Science, ,5 A's,198
S45619,Male,UniIlorin,100,Accounting,3.21,7 C's,400
S45620,Male,Unilag,200,Computer Science,4.65,5 D's,356
S45621,Male,Unilag,100,Computer Science,3.24,8 C's,370
S45622,Female,UniIbadan,200,Law,4.59,5 B's,186
S45623,Male,Unizik,400,Accounting, ,5 B's,236
S45624,Female,Unilag,200,Medicine,3.87,7 C's,286
S45625,Male,Uniport,400,Medicine,1.87,6 A's,259
S45626,Male,UniJos,300,Economics,4.19,6 A's,357
S45627,Female,Uniport,100,Economics,2,9 D's,162
S45628,Female,UniJos,300,Economics,2.65,9 A's,334
S45629,Male,Uniport,100,Medicine,2.21,8 D's,230
S45630,Male,Uniport,400,Medicine,4.81,8 D's,201
S45631,Female,Uniben,200,Accounting,4.64,7 C's,349
S45632,Male,Uniport,200,Economics,4.79,6 A's,375
S45633,Female,UniIbadan,400,Economics,4.91,,183
S45634,Male,Unilag,400,Medicine,2.73,8 B's,160
S45635,Male,UniJos,300,Economics,3.87,8 D's,151
S45636,Female,Uniben,100,Medicine,4.2,6 D's,365
S45637,Male,UniIlorin,300,Medicine,2.1,8 C's,226
S45638,Male,UniIbadan,100,Economics,4.91,5 C's,322
S45639,Female,UniJos,200,Law,4.94,8 A's,397
S45640,Female,UniIbadan,100,Medicine,2.3,,321
S45641,Male,UniJos,300,Law,NaN,6 B's,293
S45642,Female,UniIlorin,100,Law,4.38,9 D's,304
S45643,Male,Uniben,200,Economics,4.88,9 C's,195
S45644,Male,Unizik,200,Medicine,1.63,6 A's,254
S45645,Male,Uniben,100,Accounting,1.34,5 B's,387
S45646,Female,Unizik,100,Economics,3.55,5 C's,190
S45647,Male,Unizik,400,Engineering,4.48,6 C's,163
S45648,Female,UniIbadan,400,Engineering,NaN,8 D's,359
S45649,Male,UniIbadan,100,Medicine,4.66,5 A's,379
S45650,Female,Uniben,300,Accounting,3.7,7 C's, 
S45651,Female,Uniport,300,Engineering,1.44,5 D's,166
S45652,Male,UniIlorin,100,Law,4.21,8 D's,340
S45653,Female,Uniben,200,Economics,3.71,5 B's,392
S45654,Female,UniIbadan,100,Law,1.96,8 B's,309
S45655,Male,UniIlorin,400,Computer Science,4.69,9 A's,270
S45656,Male,Unizik,100,Law,1.04,6 C's,374
S45657,Female,Uniben,100,Accounting,3.5,5 D's,352
S45658,Female,UniJos,200,Accounting,3.66,8 B's,156
S45659,Male,Unizik,300,Economics,4.86,6 D's,283
S45660,Male,Uniport,400,Computer Science,2.61,5 B's,317
S45661,Female,UniIbadan,400,Engineering,1.94,8 B's,297
S45662,Male,Uniport,200,Law,3.97,5 B's,NaN
S45663,Female,Unilag,300,Engineering,1.33,6 A's,257
S45664,Male,Uniport,100,Computer Science,3.13,6 A's,not available
S45665,Male,Unizik,100,Computer Science,NaN,6 C's,NaN
S45666,Male,Unizik,300,Accounting,1.75,8 B's,171
S45667,Female,UniIbadan,400,Law,4.9,6 B's,273
S45668,Male,Unizik,100,Law,1.82,8 D's,259
S45669,Female,UniIlorin,300,Computer Science,2.48,6 D's,154
S45670,Male,Unizik,300,Computer Science,1.58,6 C's,not available
S45671,Female,Unilag,200,Medicine,2.4,8 B's,200
S45672,Male,Unizik,100,Engineering,abc,6 D's,252
S45673,Female,Unilag,100,Economics,3.6,6 D's,193
S45674,Male,UniIlorin,400,Economics,2.24,6 C's,230
S45675,Male,Unizik,100,Engineering,1.33,5 D's,191
S45676,Male,UniJos,100,Economics,2.31,8 B's,164
S45677,Male,Uniben,400,Accounting,1.5,,331
S45678,Female,UniJos,100,Economics,3.48,5 D's,
S45679,Male,Uniben,400,Computer Science,3.76,7 C's,211
S45680,Female,Uniben,400,Engineering,1.67,6 C's,397
S45681,Female,Uniport,200,Law,2.41,6 C's,not available
S45682,Male,UniIlorin,100,Accounting,3.44,8 C's,337
S45683,Male,UniIbadan,300,Engineering,2.91,9 C's,395
S45684,Male,Uniport,200,Engineering,1.87,6 B's,158
S45685,Female,UniIbadan,300,Law,3.39,6 D's,199
S45686,Female,UniIbadan,200,Computer Science,abc,,374
S45687,Male,Uniben,400,Accounting,2.43,9 A's,299
S45688,Female,Unilag,400,Computer Science,2.46,5 C's,390
S45689,Female,Unilag,100,Computer Science,1,6 B's,204
S45690,Male,UniIbadan,100,Engineering,3.79,8 B's,212
S45691,Male,UniIlorin,200,Accounting,4.03,5 B's,183
S45692,Female,UniIlorin,100,Medicine, ,6 A's,396
S45693,Female,Unilag,300,Economics,3.04,8 C's,393
S45694,Female,UniIbadan,100,Medicine,4.28,,160
S45695,Female,Uniben,100,Engineering,3.85,9 A's,257
S45696,Female,Uniport,400,Economics,2.78,5 B's,196
S45697,Female,Uniben,300,Economics,2.21,8 C's,150
S45698,Female,UniJos,100,Medicine,3.22,5 B's,333
S45699,Male,Unizik,300,Medicine,1.56,6 B's,395
S45700,Female,UniIbadan,100,Accounting,2.39,9 C's,187
S45701,Female,UniJos,200,Medicine,4.91,6 A's,359
S45702,Male,Unizik,300,Computer Science,1.58,6 C's,365
S45703,Male,UniIlorin,300,Medicine,2.11,9 B's,
S45704,Female,Unilag,400,Medicine,1.11,8 C's,242
S45705,Female,UniJos,300,Economics,3.96,9 A's,298
S45706,Female,UniIlorin,300,Engineering,3.8,7 C's,279
S45707,Female,UniIlorin,100,Law,3.28,9 C's,367
S45708,Male,Uniben,200,Accounting,3.67,6 C's,390
S45709,Male,Uniben,200,Economics,1.35,,368
S45710,Male,UniJos,300,Economics,1.54,,336
S45711,Female,UniIlorin,300,Economics,4.23,5 B's,303
S45712,Female,UniJos,300,Medicine,3.14,6 B's,297
S45713,Male,Uniport,200,Engineering,3.31,5 A's,304
S45714,Female,Uniport,300,Economics,2.5,8 B's,331
S45715,Female,Unizik,300,Medicine,abc,8 B's,339
S45716,Female,Uniben,100,Computer Science,1.82,7 B's, 
S45717,Male,UniJos,300,Accounting,4.47,5 D's,191
S45718,Female,Unizik,300,Engineering,4.42,6 A's,399
S45719,Male,UniIbadan,100,Accounting, ,9 C's,294
